filename	key	count	classification
annotation.yaml	CATH	1	application
annotation.yaml	COG	1	application
annotation.yaml	EC	1	application
annotation.yaml	EGGNOG	1	application
annotation.yaml	FunctionalAnnotation	1	application
annotation.yaml	FunctionalAnnotationTerm	1	application
annotation.yaml	GO	1	application
annotation.yaml	GenomeFeature	1	application
annotation.yaml	KEGG.ORTHOLOGY	1	application
annotation.yaml	KEGG.REACTION	1	application
annotation.yaml	KEGG_PATHWAY	1	application
annotation.yaml	MetaCyc	1	application
annotation.yaml	MetaNetX	1	application
annotation.yaml	OrthologyGroup	1	application
annotation.yaml	PANTHER.FAMILY	1	application
annotation.yaml	PFAM	1	application
annotation.yaml	Pathway	1	application
annotation.yaml	RHEA	1	application
annotation.yaml	SEED	1	application
annotation.yaml	SUPFAM	1	application
annotation.yaml	TIGRFAM	1	application
annotation.yaml	abstract	1	metamodel
annotation.yaml	aliases	2	metamodel
annotation.yaml	biolink	1	application
annotation.yaml	class_uri	5	metamodel
annotation.yaml	classes	1	metamodel
annotation.yaml	close_mappings	2	application
annotation.yaml	comments	3	metamodel
annotation.yaml	default_prefix	1	metamodel
annotation.yaml	default_range	1	metamodel
annotation.yaml	deprecated	1	metamodel
annotation.yaml	description	16	metamodel
annotation.yaml	encodes	1	application
annotation.yaml	end	2	application
annotation.yaml	exact_mappings	4	application
annotation.yaml	feature_category	1	application
annotation.yaml	feature_type	1	application
annotation.yaml	gff_coordinate	1	application
annotation.yaml	has_function	2	application
annotation.yaml	id	1	metamodel
annotation.yaml	id_prefixes	2	metamodel
annotation.yaml	imports	1	metamodel
annotation.yaml	interpolated	1	metamodel
annotation.yaml	is_a	5	metamodel
annotation.yaml	license	1	metamodel
annotation.yaml	linkml	1	application
annotation.yaml	maximum_value	1	metamodel
annotation.yaml	minimum_value	2	metamodel
annotation.yaml	name	1	metamodel
annotation.yaml	narrow_mappings	1	application
annotation.yaml	nmdc	1	application
annotation.yaml	notes	4	metamodel
annotation.yaml	pattern	1	metamodel
annotation.yaml	phase	1	application
annotation.yaml	prefixes	1	metamodel
annotation.yaml	range	10	metamodel
annotation.yaml	required	3	metamodel
annotation.yaml	see_also	3	metamodel
annotation.yaml	seqid	2	application
annotation.yaml	slot_usage	2	metamodel
annotation.yaml	slots	3	metamodel
annotation.yaml	start	2	application
annotation.yaml	strand	1	application
annotation.yaml	structured_pattern	1	metamodel
annotation.yaml	subject	1	application
annotation.yaml	syntax	1	metamodel
annotation.yaml	title	1	metamodel
annotation.yaml	todos	5	metamodel
annotation.yaml	was_generated_by	1	application
attribute_values.yaml	%	1	application
attribute_values.yaml	1	1	application
attribute_values.yaml	1/d	1	application
attribute_values.yaml	AttributeValue	1	application
attribute_values.yaml	Bq	1	application
attribute_values.yaml	Cel	1	application
attribute_values.yaml	Ci	1	application
attribute_values.yaml	ControlledIdentifiedTermValue	1	application
attribute_values.yaml	ControlledTermValue	1	application
attribute_values.yaml	GBq	1	application
attribute_values.yaml	GHz	1	application
attribute_values.yaml	GeolocationValue	1	application
attribute_values.yaml	Gy	1	application
attribute_values.yaml	Hz	1	application
attribute_values.yaml	ImageValue	1	application
attribute_values.yaml	J	1	application
attribute_values.yaml	J/K	1	application
attribute_values.yaml	L	1	application
attribute_values.yaml	L/h	1	application
attribute_values.yaml	L/s	1	application
attribute_values.yaml	MBq	1	application
attribute_values.yaml	MHz	1	application
attribute_values.yaml	MJ	1	application
attribute_values.yaml	N	1	application
attribute_values.yaml	PersonValue	1	application
attribute_values.yaml	PropertyAssertion	1	application
attribute_values.yaml	QuantityValue	1	application
attribute_values.yaml	RAD	1	application
attribute_values.yaml	TextValue	1	application
attribute_values.yaml	TimestampValue	1	application
attribute_values.yaml	U	1	application
attribute_values.yaml	UnitEnum	1	application
attribute_values.yaml	V	1	application
attribute_values.yaml	W	1	application
attribute_values.yaml	W/m2	1	application
attribute_values.yaml	[FNU]	1	application
attribute_values.yaml	[NTU]	1	application
attribute_values.yaml	[cft_i]	1	application
attribute_values.yaml	[g]	1	application
attribute_values.yaml	[in_i]	1	application
attribute_values.yaml	[kn_i]	1	application
attribute_values.yaml	[lb_av]	1	application
attribute_values.yaml	[pH]	1	application
attribute_values.yaml	[ppb]	1	application
attribute_values.yaml	[ppm]	1	application
attribute_values.yaml	[ppth]	1	application
attribute_values.yaml	[sft_i]	1	application
attribute_values.yaml	a	1	application
attribute_values.yaml	abstract	1	metamodel
attribute_values.yaml	aliases	104	metamodel
attribute_values.yaml	alt_descriptions	2	metamodel
attribute_values.yaml	annotations	3	metamodel
attribute_values.yaml	atm	1	application
attribute_values.yaml	cP	1	application
attribute_values.yaml	class_uri	10	metamodel
attribute_values.yaml	classes	1	metamodel
attribute_values.yaml	cm	1	application
attribute_values.yaml	cm2	1	application
attribute_values.yaml	cm3/cm3	1	application
attribute_values.yaml	comments	10	metamodel
attribute_values.yaml	contexts	1	application
attribute_values.yaml	d	1	application
attribute_values.yaml	deg	1	application
attribute_values.yaml	description	180	metamodel
attribute_values.yaml	designates_type	1	metamodel
attribute_values.yaml	display_order	1	application
attribute_values.yaml	email	2	application
attribute_values.yaml	enums	1	metamodel
attribute_values.yaml	erg/cm2/s	1	application
attribute_values.yaml	exact_mappings	1	application
attribute_values.yaml	examples	4	metamodel
attribute_values.yaml	g	1	application
attribute_values.yaml	g/L	1	application
attribute_values.yaml	g/cm3	1	application
attribute_values.yaml	g/g	1	application
attribute_values.yaml	g/kg	1	application
attribute_values.yaml	g/m2	1	application
attribute_values.yaml	g/m2/d	1	application
attribute_values.yaml	g/m3	1	application
attribute_values.yaml	h	1	application
attribute_values.yaml	has_attribute_id	4	application
attribute_values.yaml	has_attribute_label	4	application
attribute_values.yaml	has_datetime_value	1	application
attribute_values.yaml	has_maximum_numeric_value	1	application
attribute_values.yaml	has_minimum_numeric_value	1	application
attribute_values.yaml	has_numeric_value	5	application
attribute_values.yaml	has_quantity_kind_id	1	application
attribute_values.yaml	has_raw_value	8	application
attribute_values.yaml	has_unit	6	application
attribute_values.yaml	has_value_term_id	1	application
attribute_values.yaml	id	1	metamodel
attribute_values.yaml	imports	1	metamodel
attribute_values.yaml	inlined	1	metamodel
attribute_values.yaml	is_a	11	metamodel
attribute_values.yaml	kBq	1	application
attribute_values.yaml	kHz	1	application
attribute_values.yaml	kJ	1	application
attribute_values.yaml	kN	1	application
attribute_values.yaml	kPa	1	application
attribute_values.yaml	kW	1	application
attribute_values.yaml	kW/m2	1	application
attribute_values.yaml	kW/m2/d	1	application
attribute_values.yaml	kg	1	application
attribute_values.yaml	kg/kg	1	application
attribute_values.yaml	kg/m3	1	application
attribute_values.yaml	km/h	1	application
attribute_values.yaml	language	1	application
attribute_values.yaml	latitude	2	application
attribute_values.yaml	license	1	metamodel
attribute_values.yaml	lm/m2	1	application
attribute_values.yaml	longitude	2	application
attribute_values.yaml	lx	1	application
attribute_values.yaml	m	1	application
attribute_values.yaml	m/s	1	application
attribute_values.yaml	m/s2	1	application
attribute_values.yaml	m2	1	application
attribute_values.yaml	m2/s	1	application
attribute_values.yaml	m3	1	application
attribute_values.yaml	m3/d	1	application
attribute_values.yaml	m3/min	1	application
attribute_values.yaml	m3/s	1	application
attribute_values.yaml	mCi	1	application
attribute_values.yaml	mL	1	application
attribute_values.yaml	mL/L	1	application
attribute_values.yaml	mS/cm	1	application
attribute_values.yaml	mU	1	application
attribute_values.yaml	mV	1	application
attribute_values.yaml	mappings	6	metamodel
attribute_values.yaml	mbar	1	application
attribute_values.yaml	meq/L	1	application
attribute_values.yaml	mg	1	application
attribute_values.yaml	mg/L	1	application
attribute_values.yaml	mg/g	1	application
attribute_values.yaml	mg/kg	1	application
attribute_values.yaml	mg/m3	1	application
attribute_values.yaml	mg/m3/d	1	application
attribute_values.yaml	min	1	application
attribute_values.yaml	mm	1	application
attribute_values.yaml	mm/a	1	application
attribute_values.yaml	mm[Hg]	1	application
attribute_values.yaml	mmol	1	application
attribute_values.yaml	mmol/L	1	application
attribute_values.yaml	mol	1	application
attribute_values.yaml	mol/L	1	application
attribute_values.yaml	mol/L/h	1	application
attribute_values.yaml	mol/g	1	application
attribute_values.yaml	multivalued	1	metamodel
attribute_values.yaml	nCi	1	application
attribute_values.yaml	nU	1	application
attribute_values.yaml	name	3	metamodel
attribute_values.yaml	ng/L	1	application
attribute_values.yaml	ng/g	1	application
attribute_values.yaml	ng/h	1	application
attribute_values.yaml	ng/mL	1	application
attribute_values.yaml	nmdc	1	application
attribute_values.yaml	nmol	1	application
attribute_values.yaml	notes	3	metamodel
attribute_values.yaml	object	3	metamodel
attribute_values.yaml	orcid	2	application
attribute_values.yaml	pCi	1	application
attribute_values.yaml	pattern	1	metamodel
attribute_values.yaml	permissible_values	1	metamodel
attribute_values.yaml	pg/L	1	application
attribute_values.yaml	pg/g	1	application
attribute_values.yaml	pg/mL	1	application
attribute_values.yaml	pmol	1	application
attribute_values.yaml	predicate	1	application
attribute_values.yaml	prefixes	1	metamodel
attribute_values.yaml	profile_image_url	1	application
attribute_values.yaml	rad	1	application
attribute_values.yaml	range	22	metamodel
attribute_values.yaml	required	7	metamodel
