source	schema name	rule name	level	message
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/sample_prep.yaml	sample_prep	standard_naming	warning	Slot has name 'bin name'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/sample_prep.yaml	sample_prep	standard_naming	warning	Slot has name 'number of contig'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/sample_prep.yaml	sample_prep	standard_naming	warning	Slot has name 'gene count'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/sample_prep.yaml	sample_prep	standard_naming	warning	Slot has name 'bin quality'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/sample_prep.yaml	sample_prep	standard_naming	warning	Slot has name 'num 16s'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/sample_prep.yaml	sample_prep	standard_naming	warning	Slot has name 'num 5s'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/sample_prep.yaml	sample_prep	standard_naming	warning	Slot has name 'num 23s'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/sample_prep.yaml	sample_prep	standard_naming	warning	Slot has name 'num tRNA'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/sample_prep.yaml	sample_prep	standard_naming	warning	Slot has name 'gtdbtk domain'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/sample_prep.yaml	sample_prep	standard_naming	warning	Slot has name 'gtdbtk phylum'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/sample_prep.yaml	sample_prep	standard_naming	warning	Slot has name 'gtdbtk class'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/sample_prep.yaml	sample_prep	standard_naming	warning	Slot has name 'gtdbtk order'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/sample_prep.yaml	sample_prep	standard_naming	warning	Slot has name 'gtdbtk family'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/sample_prep.yaml	sample_prep	standard_naming	warning	Slot has name 'gtdbtk genus'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/sample_prep.yaml	sample_prep	standard_naming	warning	Slot has name 'gtdbtk species'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/basic_slots.yaml	NMDC-Basic-Slots	standard_naming	warning	Slot has name 'alternative titles'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/basic_slots.yaml	NMDC-Basic-Slots	standard_naming	warning	Slot has name 'alternative names'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/basic_slots.yaml	NMDC-Basic-Slots	standard_naming	warning	Slot has name 'alternative descriptions'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/basic_slots.yaml	NMDC-Basic-Slots	standard_naming	warning	Slot has name 'alternative identifiers'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Class has name 'genome feature'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Class has name 'functional annotation term'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Class has name 'pathway'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Class has name 'reaction'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Class has name 'reaction participant'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Class has name 'orthology group'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Class has name 'functional annotation'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Slot has name 'has part'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Slot has name 'has function'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Slot has name 'has participants'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Slot has name 'gff coordinate'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Slot has name 'feature type'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Slot has name 'is balanced'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Slot has name 'is diastereoselective'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Slot has name 'is fully characterized'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Slot has name 'is stereo'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Slot has name 'is transport'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Slot has name 'left participants'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Slot has name 'right participants'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Slot has name 'smarts string'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Slot has name 'bin name'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Slot has name 'number of contig'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Slot has name 'gene count'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Slot has name 'bin quality'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Slot has name 'num 16s'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Slot has name 'num 5s'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Slot has name 'num 23s'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Slot has name 'num tRNA'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Slot has name 'gtdbtk domain'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Slot has name 'gtdbtk phylum'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Slot has name 'gtdbtk class'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Slot has name 'gtdbtk order'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Slot has name 'gtdbtk family'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Slot has name 'gtdbtk genus'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/annotation.yaml	NMDC-Annotation	standard_naming	warning	Slot has name 'gtdbtk species'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/external_identifiers.yaml	external_identifiers	standard_naming	warning	Slot has name 'external database identifiers'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/external_identifiers.yaml	external_identifiers	standard_naming	warning	Slot has name 'GOLD identifiers'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/external_identifiers.yaml	external_identifiers	standard_naming	warning	Slot has name 'MGnify identifiers'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/external_identifiers.yaml	external_identifiers	standard_naming	warning	Slot has name 'INSDC identifiers'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/external_identifiers.yaml	external_identifiers	standard_naming	warning	Slot has name 'study identifiers'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/external_identifiers.yaml	external_identifiers	standard_naming	warning	Slot has name 'INSDC SRA ENA study identifiers'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/external_identifiers.yaml	external_identifiers	standard_naming	warning	Slot has name 'INSDC bioproject identifiers'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/external_identifiers.yaml	external_identifiers	standard_naming	warning	Slot has name 'GOLD study identifiers'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/external_identifiers.yaml	external_identifiers	standard_naming	warning	Slot has name 'MGnify project identifiers'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/external_identifiers.yaml	external_identifiers	standard_naming	warning	Slot has name 'sample identifiers'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/external_identifiers.yaml	external_identifiers	standard_naming	warning	Slot has name 'GOLD sample identifiers'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/external_identifiers.yaml	external_identifiers	standard_naming	warning	Slot has name 'INSDC biosample identifiers'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/external_identifiers.yaml	external_identifiers	standard_naming	warning	Slot has name 'INSDC secondary sample identifiers'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/external_identifiers.yaml	external_identifiers	standard_naming	warning	Slot has name 'omics processing identifiers'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/external_identifiers.yaml	external_identifiers	standard_naming	warning	Slot has name 'GOLD sequencing project identifiers'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/external_identifiers.yaml	external_identifiers	standard_naming	warning	Slot has name 'INSDC experiment identifiers'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/external_identifiers.yaml	external_identifiers	standard_naming	warning	Slot has name 'analysis identifiers'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/external_identifiers.yaml	external_identifiers	standard_naming	warning	Slot has name 'GOLD analysis project identifiers'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/external_identifiers.yaml	external_identifiers	standard_naming	warning	Slot has name 'INSDC analysis identifiers'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/external_identifiers.yaml	external_identifiers	standard_naming	warning	Slot has name 'MGnify analysis identifiers'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/external_identifiers.yaml	external_identifiers	standard_naming	warning	Slot has name 'assembly identifiers'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/external_identifiers.yaml	external_identifiers	standard_naming	warning	Slot has name 'INSDC assembly identifiers'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/external_identifiers.yaml	external_identifiers	standard_naming	warning	Slot has name 'bin name'
/Users/MAM/Documents/gitrepos/nmdc-schema/src/schema/external_identifiers.yaml	external_identifiers	standard_naming	warning	Slot has name 'number of contig'
